Id,Price
4567,164390.38450203332
5925,124513.84286727165
960,152643.09463656147
3848,114891.35403579951
746,212913.16791517418
868,303818.2029053111
672,121206.61774075242
2471,214305.01589815065
4510,132270.16381398914
8354,260079.12470069478
6393,177279.48914115748
13270,213835.8928269059
5250,302705.6093318025
16751,185812.05576040453
11404,133917.91976260988
10588,302894.10094615666
14925,213864.6925945985
6791,203975.2047510295
16097,186490.1056268978
16428,383796.9415033298
6945,345561.765948942
3190,190015.8178471121
15709,419011.03044823685
13155,162710.40092975408
7675,189027.56071706183
14686,216956.06708522045
609,150765.57440658115
11155,179824.65498941395
10869,177126.6681119417
15742,187374.20735127004
9245,198015.9596784212
3340,181692.34607395116
2359,289602.23784600594
8070,203826.47129763794
13707,134575.5033120051
16079,274246.0065747095
15937,274722.2394137921
14090,200629.17582943867
9008,209936.55414212446
16384,168869.92066553643
11657,234998.69525007703
13151,155674.12545684184
8990,168597.73237387385
11857,172852.27333679658
1565,155511.801636816
8174,98902.24318843371
9247,236992.40289504023
10478,217796.61447382066
15509,140699.63571682954
8306,264427.8890027532
6642,177965.01118252057
7472,242217.22001090195
15989,135420.5987216798
13682,136513.72651043045
163,241671.20657871696
7076,186363.5591672855
7478,342807.6148823061
3029,184261.63428640246
1814,141397.01449286303
10057,133244.2151266787
15100,196421.5807531609
12694,226006.112056151
6291,187976.30073013203
12603,198517.5042382531
3218,238263.40718912103
13456,125292.99488247787
10170,232303.57819574545
4530,171423.87972726265
13329,168839.90289395393
4820,159320.79720253617
10896,178251.3109357322
13416,112695.59559600602
2701,220790.96079040546
11265,313909.6283069962
9189,267486.85715824296
1858,171902.96807160942
14536,238163.88105304464
6199,300761.3612403542
14730,155004.89877281216
7510,246647.44548319175
15505,160142.89475089932
7446,189445.84843072674
14016,211730.5753905747
14113,109340.09207644932
8721,263194.44099160784
6193,289407.8049868124
5717,182496.01079281577
5427,310784.8988808244
9520,488026.51285600656
6869,106489.28694359258
1658,162183.13436513866
6639,211089.28587766018
6283,185911.88763769323
6257,126506.18156275922
15235,181033.4705815014
902,236610.86473622
8932,179485.09165336544
16469,381498.87610384094
2825,268398.8563929099
6450,410505.74280452967
11366,177061.49394660993
3801,357429.91904934694
11385,196637.53000787203
1079,192675.13476726005
3202,230958.82784887965
676,225076.29149826127
6185,295366.7905281186
7730,165211.9371220111
2573,181282.2202973452
10978,203474.28064143177
10962,272398.08427723317
8870,193973.23540790792
8496,175731.00438998977
5517,154269.03063781315
927,186718.0157020057
13675,204898.96964567294
1499,224635.3803886801
15536,313095.5936763035
8602,339139.01192252187
12137,459808.978271537
9865,253328.7027283597
16353,295348.11167186126
15908,203548.26957800915
3944,175714.53140937802
10359,204430.35575779536
15158,218769.0863299879
3259,243568.12856043846
7220,331184.00749565614
13843,204248.38592236783
16736,172340.21243378945
702,273531.30665864825
16401,127682.52420993685
12134,197117.81914587782
6918,230924.505769553
11792,122920.54403062406
3798,110459.78087258147
10395,134023.4153565903
11099,144237.64393662178
7090,201264.44018336807
11260,181647.8343684161
9647,211661.62523543183
2903,430907.7046149232
2071,179555.2056685004
8604,193598.2482884222
9346,221223.6541777821
3945,200408.07225609405
3420,141096.44960575478
10842,127753.75758867066
725,156288.5190207655
13931,193881.59383188735
16330,252199.81244104548
9066,413259.23052299453
3326,296905.1104922623
1556,271215.45573489123
6579,96601.65841063736
13877,135449.5119660383
9857,338473.73052904307
7302,241408.80540371698
5684,188880.1762924625
6513,238199.1018907093
11342,114005.87359110685
16561,236582.46827380618
6885,171658.4920298495
9308,168739.98772246155
2559,177736.01835134946
6648,181410.6888965395
15260,165738.57774571818
5113,188330.14315676873
16492,199895.15833862996
12034,287921.88712791936
7248,202185.36272558442
2171,213686.50748535522
10594,159670.51360221655
13241,216465.07567424877
7032,135363.54411308933
4884,167133.83812186506
903,225928.9451020422
162,175685.36231170731
6566,252992.06646176352
8249,153651.0320216629
13106,174782.51437360415
256,124291.03034864532
7976,166788.22874904433
8575,172492.15864401503
7591,296209.0215671361
3204,233117.89559154748
15804,174555.69235665014
1525,321397.8163986449
9038,203776.55274695766
13628,189551.9547378181
10016,193639.64685855925
10208,222696.2472777083
2008,190589.69679801245
13029,192102.97764301754
5099,131021.61711488156
9923,298423.2408308298
9461,135988.36810461583
11086,184232.33758641893
15057,289427.39230317797
10689,179640.5996553978
2053,202391.7940965605
16630,184420.71585549315
4985,164292.19988291233
13881,235247.8046734218
13225,204745.76596352362
5779,69805.97940186861
10262,180204.99181252604
10762,212667.23736526587
9513,185502.699955902
11128,173156.03845444726
2074,274299.44117918116
933,194608.86884777635
2780,184766.14413464945
6594,124272.87674195472
15394,286370.38539152837
14863,130209.88686774796
6698,200130.63611443262
1611,274066.0666985666
174,185317.63316396068
5160,182772.42434192775
3295,290559.433009919
4559,394086.9807942901
8254,169640.31689038486
10228,101858.46596593127
13924,129360.13585405763
15341,240142.09437615928
4353,167889.6874263481
4334,70002.27577875613
1872,165436.80166252994
7823,183672.1540686137
310,146898.58423318597
3704,246741.32129734568
11615,276361.69061302306
6605,201190.30080749185
3381,182736.7681977119
2143,141327.94452651675
3191,233990.16303726184
13980,129929.09750350338
15613,150541.1064774863
10943,343704.4242206874
9654,140804.69469249478
16053,488850.51412251644
14931,209530.11645942664
8299,229924.33650901788
2147,152802.42087603352
11567,414402.54271500383
5905,134078.41016462308
11160,110137.94261435184
8275,147445.92655323577
16398,249592.48977848588
11229,183584.1719886026
10309,152208.36491488694
7340,267200.99005835137
7653,170603.40559373164
272,200361.50680407236
9831,202241.1760661979
5016,144857.83228714878
5968,70973.35765546109
796,235464.10118446272
12123,130793.49641255247
16629,175573.00996858586
2637,168084.67525997525
6194,214273.72472157938
6216,348213.6478451332
14346,172700.98834616315
6428,142011.7065257789
2891,234979.36307368716
84,173468.31589077317
9260,212077.70185043124
15250,142243.38910684295
2348,193636.22098380548
10427,270884.37825308
13230,258565.20359963417
1691,194386.21194443322
8803,123241.30559881312
5464,229047.45479593656
10559,106350.83596911117
16787,306911.7935600839
4278,146136.07193228032
6183,167716.78192663527
12775,153975.14655770292
10104,171733.2493625498
13663,187965.88949020393
9404,286271.6082748185
14724,205113.87970706297
10040,191981.5826223504
4646,200640.2228712145
4754,154957.7581632943
3310,221668.61896203685
2003,188123.21690414855
7312,218494.80582688752
10921,244830.39136189397
13419,281394.9542491177
10105,156648.10145277664
2196,451174.2028113807
12659,237182.4500143398
4380,238992.63873412527
10847,151470.3130513983
10805,270845.71281280846
8709,102110.21287548434
8319,178085.64193797074
2215,180422.26752607062
7000,186328.21284120312
7701,98169.18725044979
9678,196472.43810919768
14026,209509.80772940154
7971,163009.08466618447
13734,151731.41186820777
16483,210261.74027763362
6150,211164.20958626273
2931,280872.2136201223
5418,183792.22958380953
1662,508820.8381688036
2441,207369.80342315647
669,147004.96813129104
7734,188928.27262351214
6010,270554.76879043825
266,146569.2427264516
632,139234.1003816631
16221,105540.29126923063
11832,169665.09599207327
5035,122056.19520472987
37,118224.29230984833
6168,181774.7249910724
11757,177618.16676421746
8086,131580.38811361184
6529,228388.90996357618
15121,209814.85061536366
13904,143083.0036643251
3711,193269.64640995156
16563,135375.05675716416
14494,166327.07167899018
3006,220668.39783342986
15299,117669.69298853415
92,293413.95626036124
8066,202121.41730627514
16071,205367.2189189735
10662,163884.31645763147
3883,220483.3144686267
5511,124211.9239908392
2821,282927.9835826151
9570,187248.59898478555
4326,279953.5067306638
9251,232201.49670276252
9031,197829.64734343844
12689,155262.86304670852
16380,246963.98852551394
1053,259248.29432137197
4568,175663.43030482918
16140,111231.51279672731
14356,399263.63777668634
8466,182233.75772781137
15652,144833.8083961389
3285,123298.40701892774
3198,158660.47494873832
14088,399260.04162248416
2268,118621.38008496728
15472,194680.45908554812
1203,192327.91197332708
7157,332649.97823608236
6886,196112.21940192516
5083,283263.28447763616
7467,114640.34747437524
14068,204291.0710942538
2080,176504.39935423617
10865,163710.3052628134
13516,183287.6100524272
14150,191901.10385821608
7609,132639.45163768315
2144,364163.4775476754
10357,197533.34852589262
2396,210609.5970072984
1526,360419.5588472397
10890,244509.5669794616
8638,496892.13857048954
6050,253149.69052832838
7639,103833.37773590577
10544,198266.0006564665
9577,242541.55076988664
13195,214671.02323909948
3484,225076.29149826127
16668,467361.5863450514
7171,179311.69575213845
8547,217201.79757678404
12735,228049.92279825459
9093,176483.8158204158
15323,256484.7932717996
14897,145804.85711154528
5135,131745.446764465
5327,227979.07779430712
13133,241281.17321988687
1676,296326.4777979188
16296,293205.9732678491
1095,147058.22087503516
12528,148442.79798902283
7348,269885.42754101293
11663,169969.08760619783
1803,199277.99912004513
1510,234716.6727242498
16045,182266.69053754298
2900,146639.49313580315
3236,167463.80924817213
1318,247461.96242631716
14948,222698.02067427657
7840,253454.39289451926
15325,173982.32198396022
8700,144022.09035512723
15706,189967.64610805156
14449,162969.53292119538
16117,196529.78681262894
4529,198233.25540301407
11199,187967.52368421346
4052,303796.9298182929
821,209194.29295166282
68,271119.750761546
554,119621.38878358914
452,203684.56468246726
11394,286061.2563860151
11393,181281.04254711274
9535,164115.8198489963
4024,195703.12510702212
10069,218156.75098273257
12007,161840.38720717217
12368,429800.2575644393
1259,370832.48609605443
1124,297156.28937237547
3707,181485.71145905618
8767,166471.3166197312
1919,171967.17096789638
16741,160544.5677571845
6664,292489.51408988034
5688,384449.64810066664
7799,154519.00581508686
14843,313446.3807111261
7532,154907.32709338338
8133,162370.97676188342
6264,310955.58034800243
4125,178273.32477924443
2410,175176.22191663482
13607,203779.12951799034
1716,282929.16240737785
1370,147188.76994855417
2273,400630.3915560041
15298,328354.96362035756
4284,264602.4023953477
12303,158917.46472707318
7808,121813.76618265294
2203,143739.53923858603
7237,131333.3032711161
15864,152978.71040666336
2844,168230.68428632437
5729,166752.24958819937
11812,381133.8788683127
1779,165802.09882235466
6442,146488.26094978667
6160,227572.18984043866
8266,212969.00341446878
9903,161964.00668743733
2867,137433.36952365038
6998,179451.73390164017
13932,168342.56941728826
12587,184059.39531102843
3611,219490.4753643162
2646,301170.27782417025
1890,161276.53671885017
860,279264.9744283027
14187,175639.0109204909
12569,282385.1391776672
1276,94081.17026071642
12025,205405.81307918002
4890,300657.3766836573
14410,320353.22862954106
10352,365779.1479856243
11407,198257.77267629147
10384,170059.17551253797
7622,296479.36169008986
12578,163853.18093172507
15820,171085.2840148291
563,200973.94778721864
15226,163408.83598569923
6396,214688.68348268318
6247,146837.11496724247
3339,162532.8687022181
10975,293943.34712416545
7475,123019.90199103001
11129,192295.03267626805
3051,240081.9792165804
10232,227041.5083342952
14106,179447.98177536827
5502,227962.51889551515
4558,77930.8613398585
4181,138216.32866464677
8426,126868.04992484784
6611,177440.7083983331
14641,149277.773827808
15539,260000.14481011045
13119,123497.37530626828
11716,183070.10885567204
7316,238680.5409818537
7791,113046.47371983023
13034,356668.5358539954
1068,254176.70338514753
4060,180833.57285055597
10172,235550.09146834997
2591,183649.4291196551
12494,338373.1250097988
7828,286030.4634140378
15284,191615.10503668568
7947,176008.69174054824
16335,221769.819585483
10234,310537.61594236863
2797,244415.1442141772
5341,253546.03848183737
3059,210332.56819038762
1559,68431.4134172142
15320,282456.1051972809
10284,365429.8867321268
4134,191872.23872490035
4481,211044.54057356258
7222,173124.0653394745
4062,231712.71253079383
2192,229104.44250551247
9637,187786.72172147146
16236,183583.98289590504
4272,157864.00497227244
9406,270772.39781872754
14309,230848.15947492645
1946,286103.8877200012
16235,226929.77592278176
7146,165089.5074320909
16784,233156.8823017072
